schedule_Date;schedule_Time;schedule_Round;schedule_Day;schedule_Venue;schedule_Result;schedule_GF;schedule_GA;schedule_Opponent;schedule_xG;schedule_xGA;schedule_Poss;schedule_Attendance;schedule_Captain;schedule_Formation;schedule_Referee;schedule_Match Report;schedule_Notes;schedule_fbref_season;schedule_fbref_league_id;schedule_fbref_squad_id;schedule_fbref_opponent_id;schedule_fbref_match_id;shooting_standard_Gls;shooting_standard_Sh;shooting_standard_SoT;shooting_standard_SoT%;shooting_standard_G/Sh;shooting_standard_G/SoT;shooting_standard_Dist;shooting_standard_FK;shooting_standard_PK;shooting_standard_PKatt;shooting_expected_xG;shooting_expected_npxG;shooting_expected_npxG/Sh;shooting_expected_G-xG;shooting_expected_np:G-xG;keeper_performance_SoTA;keeper_performance_GA;keeper_performance_Saves;keeper_performance_Save%;keeper_performance_CS;keeper_performance_PSxG;keeper_performance_PSxG+/-;keeper_penaltykicks_PKatt;keeper_penaltykicks_PKA;keeper_penaltykicks_PKsv;keeper_penaltykicks_PKm;keeper_launched_Cmp;keeper_launched_Att;keeper_launched_Cmp%;keeper_passes_Att;keeper_passes_Thr;keeper_passes_Launch%;keeper_passes_AvgLen;keeper_goalkicks_Att;keeper_goalkicks_Launch%;keeper_goalkicks_AvgLen;keeper_crosses_Opp;keeper_crosses_Stp;keeper_crosses_Stp%;keeper_sweeper_#OPA;keeper_sweeper_AvgDist;passing_total_Cmp;passing_total_Att;passing_total_Cmp%;passing_total_TotDist;passing_total_PrgDist;passing_short_Cmp;passing_short_Att;passing_short_Cmp%;passing_medium_Cmp;passing_medium_Att;passing_medium_Cmp%;passing_long_Cmp;passing_long_Att;passing_long_Cmp%;passing_attacking_Ast;passing_attacking_xAG;passing_attacking_xA;passing_attacking_KP;passing_attacking_1/3;passing_attacking_PPA;passing_attacking_CrsPA;passing_attacking_PrgP;passing_types_general_Att;passing_types_passtypes_Live;passing_types_passtypes_Dead;passing_types_passtypes_FK;passing_types_passtypes_TB;passing_types_passtypes_Sw;passing_types_passtypes_Crs;passing_types_passtypes_TI;passing_types_passtypes_CK;passing_types_cornerkicks_In;passing_types_cornerkicks_Out;passing_types_cornerkicks_Str;passing_types_outcomes_Cmp;passing_types_outcomes_Off;passing_types_outcomes_Blocks;gca_scatypes_SCA;gca_scatypes_PassLive;gca_scatypes_PassDead;gca_scatypes_TO;gca_scatypes_Sh;gca_scatypes_Fld;gca_scatypes_Def;gca_gcatypes_GCA;gca_gcatypes_PassLive;gca_gcatypes_PassDead;gca_gcatypes_TO;gca_gcatypes_Sh;gca_gcatypes_Fld;gca_gcatypes_Def;defense_tackles_Tkl;defense_tackles_TklW;defense_tackles_Def3rd;defense_tackles_Mid3rd;defense_tackles_Att3rd;defense_challenges_Tkl;defense_challenges_Att;defense_challenges_Tkl%;defense_challenges_Lost;defense_blocks_Blocks;defense_blocks_Sh;defense_blocks_Pass;defense_general_Int;defense_general_Tkl+Int;defense_general_Clr;defense_general_Err;possession_general_Poss;possession_touches_Touches;possession_touches_DefPen;possession_touches_Def3rd;possession_touches_Mid3rd;possession_touches_Att3rd;possession_touches_AttPen;possession_touches_Live;possession_take-ons_Att;possession_take-ons_Succ;possession_take-ons_Succ%;possession_take-ons_Tkld;possession_take-ons_Tkld%;possession_carries_Carries;possession_carries_TotDist;possession_carries_PrgDist;possession_carries_PrgC;possession_carries_1/3;possession_carries_CPA;possession_carries_Mis;possession_carries_Dis;possession_receiving_Rec;possession_receiving_PrgR;misc_performance_CrdY;misc_performance_CrdR;misc_performance_2CrdY;misc_performance_Fls;misc_performance_Fld;misc_performance_Off;misc_performance_Crs;misc_performance_Int;misc_performance_TklW;misc_performance_PKwon;misc_performance_PKcon;misc_performance_OG;misc_performance_Recov;misc_aerialduels_Won;misc_aerialduels_Lost;misc_aerialduels_Won%
2022-08-06;21:00;Matchweek 1;Sat;Away;W;5.0;0.0;Clermont Foot;3.5;0.3;62.0;12203.0;Marquinhos;3-4-3;Jeremy Stinat;Match Report;;2022-2023;13;e2d8892c;d9676424;d99d9161;5.0;18.0;12.0;66.7;0.28;0.42;12.9;1.0;0.0;0.0;3.5;3.5;0.19;1.5;1.5;1.0;0.0;1.0;100.0;1.0;0.1;0.1;0.0;0.0;0.0;0.0;0.0;1.0;0.0;27.0;5.0;3.7;18.7;2.0;0.0;15.0;2.0;0.0;0.0;1.0;19.5;630.0;710.0;88.7;9966.0;3371.0;312.0;335.0;93.1;242.0;263.0;92.0;47.0;57.0;82.5;5.0;3.0;2.8;14.0;44.0;13.0;2.0;60.0;710.0;667.0;39.0;12.0;10.0;2.0;14.0;14.0;6.0;2.0;3.0;0.0;630.0;4.0;13.0;33.0;24.0;4.0;1.0;1.0;3.0;0.0;10.0;8.0;1.0;0.0;0.0;1.0;0.0;9.0;5.0;4.0;4.0;1.0;6.0;18.0;33.3;12.0;10.0;3.0;7.0;5.0;14.0;3.0;1.0;62.0;787.0;60.0;209.0;425.0;159.0;32.0;787.0;27.0;15.0;55.6;11.0;40.7;667.0;2980.0;1409.0;19.0;17.0;6.0;10.0;5.0;626.0;59.0;1.0;0.0;0.0;13.0;13.0;4.0;14.0;5.0;5.0;0.0;0.0;0.0;62.0;3.0;4.0;42.9
2022-08-13;21:00;Matchweek 2;Sat;Home;W;5.0;2.0;Montpellier;3.2;0.9;59.0;46000.0;Marquinhos;3-4-1-2;Willy Delajod;Match Report;;2022-2023;13;e2d8892c;281b0e73;63a572a1;4.0;18.0;8.0;44.4;0.17;0.38;18.2;3.0;1.0;2.0;3.2;1.6;0.09;0.8;1.4;4.0;2.0;2.0;50.0;0.0;1.3;-0.7;0.0;0.0;0.0;0.0;2.0;2.0;100.0;11.0;3.0;18.2;20.0;3.0;0.0;27.3;3.0;1.0;33.3;1.0;16.7;575.0;635.0;90.6;8698.0;2763.0;310.0;335.0;92.5;200.0;212.0;94.3;37.0;46.0;80.4;1.0;1.3;2.1;11.0;62.0;19.0;2.0;82.0;635.0;597.0;37.0;14.0;3.0;2.0;14.0;6.0;11.0;7.0;1.0;0.0;575.0;1.0;6.0;30.0;21.0;2.0;2.0;1.0;3.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;18.0;12.0;7.0;5.0;6.0;8.0;19.0;42.1;11.0;6.0;1.0;5.0;14.0;32.0;2.0;1.0;59.0;738.0;30.0;79.0;332.0;333.0;48.0;736.0;36.0;19.0;52.8;16.0;44.4;607.0;3522.0;1789.0;32.0;42.0;13.0;14.0;6.0;569.0;82.0;2.0;0.0;0.0;15.0;16.0;1.0;14.0;14.0;12.0;0.0;0.0;0.0;62.0;5.0;5.0;50.0
2022-08-21;20:45;Matchweek 3;Sun;Away;W;7.0;1.0;Lille;3.4;1.7;52.0;47526.0;Marquinhos;3-4-3;Clément Turpin;Match Report;;2022-2023;13;e2d8892c;cb188c0c;a5ba0018;7.0;16.0;9.0;56.3;0.44;0.78;11.9;0.0;0.0;0.0;3.4;3.4;0.23;3.6;3.6;9.0;1.0;8.0;88.9;0.0;1.4;0.4;0.0;0.0;0.0;0.0;3.0;5.0;60.0;31.0;7.0;16.1;23.0;1.0;0.0;30.0;7.0;1.0;14.3;0.0;9.3;552.0;619.0;89.2;8812.0;3146.0;268.0;292.0;91.8;220.0;236.0;93.2;37.0;48.0;77.1;6.0;2.8;2.3;14.0;45.0;19.0;5.0;59.0;619.0;582.0;33.0;15.0;5.0;0.0;9.0;7.0;4.0;2.0;0.0;0.0;552.0;4.0;6.0;29.0;24.0;1.0;1.0;2.0;0.0;1.0;12.0;11.0;0.0;0.0;0.0;0.0;1.0;24.0;8.0;9.0;9.0;6.0;14.0;24.0;58.3;10.0;13.0;4.0;9.0;5.0;29.0;6.0;0.0;52.0;707.0;67.0;198.0;364.0;151.0;36.0;707.0;19.0;10.0;52.6;6.0;31.6;595.0;2650.0;1387.0;22.0;16.0;9.0;7.0;7.0;548.0;59.0;1.0;0.0;0.0;8.0;13.0;4.0;9.0;5.0;8.0;0.0;0.0;0.0;43.0;6.0;6.0;50.0
2022-08-28;20:45;Matchweek 4;Sun;Home;D;1.0;1.0;Monaco;2.7;1.2;67.0;46000.0;Marquinhos;3-4-3;Benoît Bastien;Match Report;;2022-2023;13;e2d8892c;fd6114db;6113a2a2;1.0;17.0;4.0;23.5;0.0;0.0;18.7;0.0;1.0;1.0;2.7;1.9;0.11;-1.7;-1.9;3.0;1.0;2.0;66.7;0.0;0.5;-0.5;0.0;0.0;0.0;0.0;1.0;1.0;100.0;25.0;3.0;4.0;17.4;4.0;0.0;16.0;5.0;1.0;20.0;0.0;11.3;660.0;725.0;91.0;10346.0;3138.0;349.0;379.0;92.1;255.0;272.0;93.8;38.0;47.0;80.9;0.0;1.0;1.6;12.0;41.0;13.0;3.0;48.0;725.0;680.0;42.0;15.0;1.0;4.0;10.0;16.0;4.0;2.0;0.0;0.0;660.0;3.0;7.0;30.0;21.0;1.0;3.0;3.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;16.0;11.0;6.0;6.0;4.0;7.0;15.0;46.7;8.0;12.0;0.0;12.0;5.0;21.0;4.0;0.0;67.0;825.0;48.0;242.0;395.0;197.0;24.0;824.0;29.0;14.0;48.3;12.0;41.4;692.0;3252.0;1750.0;27.0;19.0;4.0;14.0;17.0;657.0;48.0;4.0;0.0;0.0;12.0;15.0;3.0;10.0;5.0;11.0;1.0;0.0;0.0;52.0;12.0;5.0;70.6
2022-08-31;21:00;Matchweek 5;Wed;Away;W;3.0;0.0;Toulouse;2.8;0.8;62.0;31700.0;Marquinhos;3-4-3;Hakim Ben El Hadj Salem;Match Report;;2022-2023;13;e2d8892c;3f8c4b5f;63fb1427;3.0;20.0;12.0;60.0;0.15;0.25;14.8;2.0;0.0;0.0;2.8;2.8;0.14;0.2;0.2;7.0;0.0;7.0;100.0;1.0;0.7;0.7;0.0;0.0;0.0;0.0;2.0;4.0;50.0;25.0;5.0;16.0;25.1;7.0;0.0;13.9;9.0;2.0;22.2;0.0;6.8;567.0;641.0;88.5;8818.0;3400.0;281.0;303.0;92.7;216.0;242.0;89.3;39.0;55.0;70.9;2.0;1.8;2.1;13.0;49.0;16.0;0.0;57.0;641.0;591.0;49.0;9.0;8.0;2.0;11.0;18.0;9.0;4.0;4.0;0.0;567.0;1.0;9.0;33.0;28.0;1.0;2.0;1.0;1.0;0.0;5.0;3.0;0.0;1.0;1.0;0.0;0.0;14.0;12.0;7.0;6.0;1.0;9.0;14.0;64.3;5.0;8.0;2.0;6.0;12.0;26.0;3.0;1.0;62.0;735.0;66.0;170.0;395.0;179.0;39.0;735.0;30.0;9.0;30.0;19.0;63.3;599.0;3060.0;1554.0;18.0;11.0;10.0;7.0;16.0;565.0;56.0;0.0;0.0;0.0;7.0;9.0;1.0;11.0;12.0;12.0;0.0;0.0;0.0;49.0;5.0;1.0;83.3
2022-09-03;21:00;Matchweek 6;Sat;Away;W;3.0;0.0;Nantes;2.7;0.4;60.0;34406.0;Marquinhos;3-4-3;Pierre Gaillouste;Match Report;;2022-2023;13;e2d8892c;d7a486cd;368a55f1;3.0;19.0;6.0;31.6;0.16;0.5;13.2;1.0;0.0;0.0;2.7;2.7;0.15;0.3;0.3;1.0;0.0;1.0;100.0;1.0;0.1;0.1;0.0;0.0;0.0;0.0;2.0;6.0;33.3;20.0;5.0;15.0;27.0;6.0;50.0;32.3;9.0;2.0;22.2;1.0;12.3;644.0;724.0;89.0;10459.0;4068.0;309.0;344.0;89.8;266.0;288.0;92.4;40.0;52.0;76.9;2.0;2.3;3.3;15.0;76.0;22.0;0.0;92.0;724.0;683.0;40.0;6.0;4.0;4.0;10.0;16.0;7.0;1.0;4.0;0.0;644.0;1.0;13.0;33.0;24.0;2.0;1.0;5.0;1.0;0.0;5.0;4.0;0.0;0.0;1.0;0.0;0.0;12.0;8.0;6.0;5.0;1.0;9.0;20.0;45.0;11.0;5.0;1.0;4.0;12.0;24.0;4.0;0.0;60.0;803.0;50.0;144.0;406.0;261.0;57.0;803.0;29.0;17.0;58.6;11.0;37.9;673.0;3974.0;1819.0;24.0;26.0;12.0;15.0;12.0;640.0;92.0;4.0;0.0;0.0;12.0;6.0;1.0;10.0;12.0;8.0;0.0;0.0;0.0;52.0;6.0;6.0;50.0
2022-09-10;17:00;Matchweek 7;Sat;Home;W;1.0;0.0;Brest;1.7;1.1;61.0;45000.0;Presnel Kimpembe;3-4-1-2;Jérémie Pignard;Match Report;;2022-2023;13;e2d8892c;fb08dbb3;7e83ffa9;1.0;13.0;4.0;30.8;0.08;0.25;13.7;0.0;0.0;0.0;1.7;1.7;0.13;-0.7;-0.7;3.0;0.0;2.0;100.0;1.0;1.3;1.3;1.0;0.0;1.0;0.0;1.0;5.0;20.0;23.0;4.0;21.7;25.4;3.0;0.0;17.3;13.0;1.0;7.7;0.0;8.0;619.0;701.0;88.3;9123.0;2744.0;339.0;372.0;91.1;205.0;228.0;89.9;35.0;47.0;74.5;1.0;1.5;2.3;11.0;48.0;10.0;0.0;53.0;701.0;655.0;43.0;17.0;23.0;2.0;6.0;17.0;3.0;1.0;2.0;0.0;619.0;3.0;10.0;24.0;21.0;2.0;1.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;15.0;7.0;9.0;5.0;1.0;6.0;9.0;66.7;3.0;9.0;0.0;9.0;11.0;26.0;13.0;0.0;61.0;807.0;66.0;174.0;449.0;191.0;31.0;807.0;25.0;9.0;36.0;12.0;48.0;655.0;3390.0;1659.0;16.0;20.0;5.0;11.0;9.0;618.0;53.0;4.0;0.0;0.0;13.0;16.0;3.0;6.0;11.0;7.0;0.0;1.0;0.0;50.0;10.0;9.0;52.6
2022-09-18;20:45;Matchweek 8;Sun;Away;W;1.0;0.0;Lyon;1.6;1.0;65.0;58230.0;Marquinhos;3-4-3;François Letexier;Match Report;;2022-2023;13;e2d8892c;d53c0b06;57d4d43d;1.0;15.0;7.0;46.7;0.07;0.14;15.0;1.0;0.0;0.0;1.6;1.6;0.11;-0.6;-0.6;3.0;0.0;3.0;100.0;1.0;0.4;0.4;0.0;0.0;0.0;0.0;3.0;5.0;60.0;23.0;6.0;17.4;23.5;5.0;20.0;20.6;12.0;1.0;8.3;2.0;14.0;756.0;826.0;91.5;11456.0;3528.0;378.0;405.0;93.3;290.0;305.0;95.1;42.0;57.0;73.7;1.0;1.3;1.3;11.0;57.0;12.0;1.0;51.0;826.0;782.0;41.0;16.0;0.0;2.0;10.0;10.0;7.0;4.0;2.0;0.0;756.0;3.0;11.0;26.0;22.0;1.0;0.0;2.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;19.0;11.0;10.0;6.0;3.0;11.0;18.0;61.1;7.0;12.0;4.0;8.0;7.0;26.0;8.0;0.0;65.0;938.0;71.0;201.0;563.0;181.0;35.0;938.0;39.0;18.0;46.2;18.0;46.2;793.0;4491.0;2019.0;25.0;23.0;12.0;17.0;10.0;749.0;51.0;2.0;0.0;0.0;4.0;13.0;3.0;10.0;7.0;11.0;0.0;0.0;0.0;55.0;6.0;3.0;66.7
2022-10-01;21:00;Matchweek 9;Sat;Home;W;2.0;1.0;Nice;1.0;0.5;57.0;47000.0;Marquinhos;3-4-3;Jérôme Brisard;Match Report;;2022-2023;13;e2d8892c;132ebc33;36ac65e1;2.0;12.0;4.0;33.3;0.17;0.5;20.1;3.0;0.0;0.0;1.0;1.0;0.08;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;22.0;1.0;4.5;21.5;1.0;0.0;14.0;9.0;0.0;0.0;2.0;15.3;617.0;690.0;89.4;9441.0;2537.0;321.0;346.0;92.8;226.0;244.0;92.6;36.0;45.0;80.0;1.0;0.7;1.3;8.0;36.0;6.0;0.0;38.0;690.0;657.0;30.0;8.0;2.0;2.0;8.0;15.0;4.0;4.0;0.0;0.0;617.0;3.0;16.0;22.0;14.0;2.0;1.0;2.0;3.0;0.0;4.0;2.0;0.0;1.0;0.0;1.0;0.0;20.0;11.0;8.0;8.0;4.0;12.0;21.0;57.1;9.0;5.0;2.0;3.0;5.0;25.0;10.0;0.0;57.0;791.0;52.0;223.0;403.0;174.0;21.0;791.0;27.0;9.0;33.3;15.0;55.6;647.0;3439.0;1716.0;22.0;25.0;5.0;15.0;14.0;614.0;37.0;1.0;0.0;0.0;16.0;9.0;3.0;8.0;5.0;11.0;0.0;0.0;0.0;57.0;5.0;5.0;50.0
2022-10-08;21:00;Matchweek 10;Sat;Away;D;0.0;0.0;Reims;1.2;1.8;63.0;20543.0;Marquinhos;3-4-3;Pierre Gaillouste;Match Report;;2022-2023;13;e2d8892c;7fdd64e0;71ccb83f;0.0;11.0;3.0;27.3;0.0;0.0;17.1;1.0;0.0;0.0;1.2;1.2;0.11;-1.2;-1.2;4.0;0.0;4.0;100.0;1.0;0.5;0.5;0.0;0.0;0.0;0.0;3.0;11.0;27.3;24.0;3.0;20.8;25.7;14.0;42.9;32.4;15.0;0.0;0.0;0.0;;556.0;631.0;88.1;9316.0;2951.0;250.0;273.0;91.6;237.0;254.0;93.3;45.0;60.0;75.0;0.0;1.0;1.0;9.0;37.0;12.0;1.0;40.0;631.0;578.0;53.0;21.0;2.0;4.0;6.0;9.0;3.0;1.0;0.0;0.0;556.0;0.0;14.0;18.0;14.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;9.0;7.0;4.0;3.0;12.0;21.0;57.1;9.0;15.0;8.0;7.0;8.0;22.0;18.0;1.0;63.0;725.0;94.0;284.0;305.0;143.0;20.0;725.0;23.0;11.0;47.8;8.0;34.8;583.0;3122.0;1593.0;25.0;18.0;6.0;12.0;6.0;553.0;40.0;5.0;1.0;0.0;12.0;19.0;0.0;6.0;8.0;9.0;0.0;0.0;0.0;49.0;7.0;6.0;53.8
