schedule_Date;schedule_Time;schedule_Round;schedule_Day;schedule_Venue;schedule_Result;schedule_GF;schedule_GA;schedule_Opponent;schedule_xG;schedule_xGA;schedule_Poss;schedule_Attendance;schedule_Captain;schedule_Formation;schedule_Referee;schedule_Match Report;schedule_Notes;schedule_fbref_season;schedule_fbref_league_id;schedule_fbref_squad_id;schedule_fbref_opponent_id;schedule_fbref_match_id;shooting_standard_Gls;shooting_standard_Sh;shooting_standard_SoT;shooting_standard_SoT%;shooting_standard_G/Sh;shooting_standard_G/SoT;shooting_standard_Dist;shooting_standard_FK;shooting_standard_PK;shooting_standard_PKatt;shooting_expected_xG;shooting_expected_npxG;shooting_expected_npxG/Sh;shooting_expected_G-xG;shooting_expected_np:G-xG;keeper_performance_SoTA;keeper_performance_GA;keeper_performance_Saves;keeper_performance_Save%;keeper_performance_CS;keeper_performance_PSxG;keeper_performance_PSxG+/-;keeper_penaltykicks_PKatt;keeper_penaltykicks_PKA;keeper_penaltykicks_PKsv;keeper_penaltykicks_PKm;keeper_launched_Cmp;keeper_launched_Att;keeper_launched_Cmp%;keeper_passes_Att;keeper_passes_Thr;keeper_passes_Launch%;keeper_passes_AvgLen;keeper_goalkicks_Att;keeper_goalkicks_Launch%;keeper_goalkicks_AvgLen;keeper_crosses_Opp;keeper_crosses_Stp;keeper_crosses_Stp%;keeper_sweeper_#OPA;keeper_sweeper_AvgDist;passing_total_Cmp;passing_total_Att;passing_total_Cmp%;passing_total_TotDist;passing_total_PrgDist;passing_short_Cmp;passing_short_Att;passing_short_Cmp%;passing_medium_Cmp;passing_medium_Att;passing_medium_Cmp%;passing_long_Cmp;passing_long_Att;passing_long_Cmp%;passing_attacking_Ast;passing_attacking_xAG;passing_attacking_xA;passing_attacking_KP;passing_attacking_1/3;passing_attacking_PPA;passing_attacking_CrsPA;passing_attacking_PrgP;passing_types_general_Att;passing_types_passtypes_Live;passing_types_passtypes_Dead;passing_types_passtypes_FK;passing_types_passtypes_TB;passing_types_passtypes_Sw;passing_types_passtypes_Crs;passing_types_passtypes_TI;passing_types_passtypes_CK;passing_types_cornerkicks_In;passing_types_cornerkicks_Out;passing_types_cornerkicks_Str;passing_types_outcomes_Cmp;passing_types_outcomes_Off;passing_types_outcomes_Blocks;gca_scatypes_SCA;gca_scatypes_PassLive;gca_scatypes_PassDead;gca_scatypes_TO;gca_scatypes_Sh;gca_scatypes_Fld;gca_scatypes_Def;gca_gcatypes_GCA;gca_gcatypes_PassLive;gca_gcatypes_PassDead;gca_gcatypes_TO;gca_gcatypes_Sh;gca_gcatypes_Fld;gca_gcatypes_Def;defense_tackles_Tkl;defense_tackles_TklW;defense_tackles_Def3rd;defense_tackles_Mid3rd;defense_tackles_Att3rd;defense_challenges_Tkl;defense_challenges_Att;defense_challenges_Tkl%;defense_challenges_Lost;defense_blocks_Blocks;defense_blocks_Sh;defense_blocks_Pass;defense_general_Int;defense_general_Tkl+Int;defense_general_Clr;defense_general_Err;possession_general_Poss;possession_touches_Touches;possession_touches_DefPen;possession_touches_Def3rd;possession_touches_Mid3rd;possession_touches_Att3rd;possession_touches_AttPen;possession_touches_Live;possession_take-ons_Att;possession_take-ons_Succ;possession_take-ons_Succ%;possession_take-ons_Tkld;possession_take-ons_Tkld%;possession_carries_Carries;possession_carries_TotDist;possession_carries_PrgDist;possession_carries_PrgC;possession_carries_1/3;possession_carries_CPA;possession_carries_Mis;possession_carries_Dis;possession_receiving_Rec;possession_receiving_PrgR;misc_performance_CrdY;misc_performance_CrdR;misc_performance_2CrdY;misc_performance_Fls;misc_performance_Fld;misc_performance_Off;misc_performance_Crs;misc_performance_Int;misc_performance_TklW;misc_performance_PKwon;misc_performance_PKcon;misc_performance_OG;misc_performance_Recov;misc_aerialduels_Won;misc_aerialduels_Lost;misc_aerialduels_Won%
2017-11-05;14:15;Matchweek 11;Sun;Home;W;3;1;Arsenal;1.8;0.3;57;54286;David Silva;4-3-3;Michael Oliver;Match Report;;2017-2018;9;b8fd03ef;18bb7c10;03da14dd;3;8;4;50.0;0.25;0.5;16.5;0;1;1;1.8;1.0;0.13;1.2;1.0;3;1;2;66.7;0;0.6;-0.4;0;0;0;0;1;4;25.0;28;6;10.7;23.3;3;33.3;33.3;6;0;0.0;0;11.0;567;662;85.6;8815;2802;289;314;92.0;209;236;88.6;40;67;59.7;2;0.8;1.2;5;30;8;0;42;662;617;42;16;5;5;13;16;5;0;4;0;567;3;6;18;12;3;1;1;1;0;6;5;0;0;0;1;0;18;12;9;7;2;3;8;37.5;5;9;0;9;14;32;24;0;57.0;759;75;216;386;166;25;758;19;16;84.2;3;15.8;473;2597;1350;33;23;7;12;13;566;41;1;0;0;15;15;3;13;14;12;1;0;0;60;5;4;55.6
2017-11-18;15:00;Matchweek 12;Sat;Away;W;2;0;Leicester City;1.9;0.2;73;31908;Vincent Kompany;4-3-3;Graham Scott;Match Report;;2017-2018;9;b8fd03ef;a2d435b3;fd125d0b;2;12;4;33.3;0.17;0.5;17.7;0;0;0;1.9;1.9;0.16;0.1;0.1;0;0;0;;1;0.0;0.0;0;0;0;0;4;8;50.0;24;2;16.7;25.7;7;57.1;42.3;3;0;0.0;7;23.1;724;820;88.3;11860;3753;369;399;92.5;295;320;92.2;42;63;66.7;2;1.8;2.1;10;49;14;0;68;820;774;45;11;4;5;14;19;7;0;6;0;724;1;14;23;22;0;0;1;0;0;4;4;0;0;0;0;0;13;10;6;5;2;5;15;33.3;10;9;1;8;9;22;17;0;73.0;912;45;187;511;218;42;912;16;13;81.3;3;18.8;605;3095;1734;32;22;16;17;8;722;68;1;0;0;10;8;1;14;9;10;0;0;0;53;13;11;54.2
2017-11-26;16:00;Matchweek 13;Sun;Away;W;2;1;Huddersfield;2.6;0.6;78;24121;Vincent Kompany;4-3-3;Craig Pawson;Match Report;;2017-2018;9;b8fd03ef;f5922ca5;c150919a;2;13;4;30.8;0.08;0.25;17.5;1;1;1;2.6;1.9;0.17;-0.6;-0.9;0;1;0;;0;0.0;0.0;0;0;0;0;4;5;80.0;19;5;15.8;23.0;7;28.6;34.9;8;0;0.0;7;29.6;665;773;86.0;10614;3154;332;362;91.7;281;308;91.2;35;60;58.3;0;0.8;1.5;6;79;12;0;74;773;728;42;10;7;2;16;16;7;0;6;0;665;3;12;24;19;1;0;2;2;0;3;1;0;0;1;1;0;21;15;10;7;4;11;19;57.9;8;9;1;8;6;27;18;0;78.0;874;37;140;441;299;26;873;25;15;60.0;10;40.0;579;3375;2091;44;33;5;14;6;664;73;3;0;0;10;10;3;16;6;15;1;0;1;57;11;19;36.7
2017-11-29;20:00;Matchweek 14;Wed;Home;W;2;1;Southampton;1.4;1.3;74;53407;Vincent Kompany;4-3-3;Paul Tierney;Match Report;;2017-2018;9;b8fd03ef;33c895d4;cb554100;2;26;12;46.2;0.08;0.17;21.6;0;0;0;1.4;1.4;0.06;0.6;0.6;2;1;1;50.0;0;1.1;0.1;0;0;0;0;1;2;50.0;19;6;10.5;25.3;3;0.0;29.3;8;2;25.0;7;20.4;704;835;84.3;10817;3219;372;413;90.1;265;302;87.7;38;60;63.3;1;1.2;1.4;21;65;12;0;72;835;782;52;12;1;2;21;29;6;1;2;0;704;1;21;49;35;3;2;4;3;2;4;3;0;0;0;1;0;16;8;3;8;5;6;15;40.0;9;11;2;9;9;25;12;0;74.0;945;29;119;511;325;31;945;10;7;70.0;3;30.0;645;3322;1985;44;41;8;19;12;702;72;1;0;0;12;11;1;21;9;8;0;0;0;71;19;12;61.3
2017-12-03;16:00;Matchweek 15;Sun;Home;W;2;1;West Ham;2.3;0.6;76;54203;David Silva;4-3-3;Mike Dean;Match Report;;2017-2018;9;b8fd03ef;7c21e445;7c65617e;2;24;8;33.3;0.08;0.25;19.6;1;0;0;2.3;2.3;0.1;-0.3;-0.3;4;1;3;75.0;0;0.6;-0.4;0;0;0;0;3;5;60.0;21;4;14.3;25.8;6;33.3;40.0;9;0;0.0;3;34.0;693;807;85.9;10843;3130;375;404;92.8;259;300;86.3;42;62;67.7;2;2.2;2.9;21;63;20;1;85;807;757;48;10;5;2;28;20;10;0;6;0;693;2;15;46;40;1;3;1;1;0;4;4;0;0;0;0;0;22;18;11;9;2;3;15;20.0;12;8;0;8;6;28;10;0;76.0;915;39;131;360;429;50;915;18;13;72.2;5;27.8;650;3816;2332;56;36;16;14;15;693;85;2;0;0;5;7;2;28;6;18;0;0;0;58;16;15;51.6
2017-12-10;16:30;Matchweek 16;Sun;Away;W;2;1;Manchester Utd;1.7;1.4;64;74847;Vincent Kompany;4-3-3;Michael Oliver;Match Report;;2017-2018;9;b8fd03ef;19538871;52419e39;2;14;7;50.0;0.14;0.29;17.9;0;0;0;1.7;1.7;0.12;0.3;0.3;5;1;4;80.0;0;1.8;0.8;0;0;0;0;2;13;15.4;31;3;29.0;30.6;6;66.7;52.7;5;0;0.0;1;13.7;523;639;81.8;8043;2675;273;305;89.5;198;229;86.5;27;57;47.4;0;0.8;1.4;9;31;9;1;56;639;583;56;20;3;3;10;20;8;0;4;0;523;0;12;24;20;0;2;1;1;0;3;1;0;0;1;1;0;18;12;9;8;1;8;22;36.4;14;4;1;3;9;27;16;2;64.0;736;50;180;346;216;37;736;24;17;70.8;7;29.2;439;2829;1776;40;25;16;11;15;517;55;2;0;0;10;15;0;10;9;12;0;0;0;58;18;13;58.1
2017-12-13;19:45;Matchweek 17;Wed;Away;W;4;0;Swansea City;2.7;0.6;78;20870;David Silva;4-3-3;Anthony Taylor;Match Report;;2017-2018;9;b8fd03ef;fb10988f;f7ddcac0;4;23;10;43.5;0.17;0.4;16.0;2;0;0;2.7;2.7;0.12;1.3;1.3;3;0;3;100.0;1;0.3;0.3;0;0;0;0;2;4;50.0;31;3;9.7;22.4;3;33.3;37.3;8;1;12.5;1;14.4;793;876;90.5;11540;3433;448;473;94.7;284;307;92.5;32;50;64.0;3;2.4;1.8;16;56;12;4;69;876;832;43;12;3;1;16;22;5;0;3;0;793;1;6;41;32;1;3;2;3;0;7;5;0;1;0;1;0;17;14;10;4;3;4;18;22.2;14;6;2;4;2;19;13;0;78.0;970;44;191;492;294;39;970;25;19;76.0;6;24.0;690;3726;2215;42;31;17;14;6;788;69;0;0;0;6;11;1;16;2;14;0;0;0;51;11;10;52.4
2017-12-16;17:30;Matchweek 18;Sat;Home;W;4;1;Tottenham;3.4;0.2;52;54214;Fernandinho;4-3-3;Craig Pawson;Match Report;;2017-2018;9;b8fd03ef;361ca564;6b423cc3;4;19;11;57.9;0.21;0.36;15.3;0;0;1;3.4;2.6;0.14;0.6;1.4;2;1;1;50.0;0;0.7;-0.3;0;0;0;0;9;16;56.3;32;5;34.4;36.0;7;71.4;45.0;5;0;0.0;0;5.0;392;494;79.4;6851;2617;191;217;88.0;140;165;84.8;48;75;64.0;3;1.9;1.3;14;33;10;1;39;494;437;53;21;1;6;11;18;5;0;4;0;392;4;11;34;23;3;3;3;2;0;8;6;1;1;0;0;0;18;11;9;6;3;6;19;31.6;13;12;1;11;11;29;7;0;52.0;596;51;194;243;166;28;595;18;14;77.8;4;22.2;336;1985;1023;34;17;9;19;13;391;39;2;0;0;13;19;4;11;11;11;1;0;0;52;3;6;33.3
2017-12-23;15:00;Matchweek 19;Sat;Home;W;4;0;Bournemouth;1.5;0.4;78;54270;Vincent Kompany;4-3-3;Mike Jones;Match Report;;2017-2018;9;b8fd03ef;4ba7cbea;8b61dc89;4;14;5;35.7;0.29;0.8;20.2;0;0;0;1.5;1.5;0.11;2.5;2.5;1;0;1;100.0;1;0.1;0.1;0;0;0;0;3;4;75.0;23;4;17.4;24.0;0;;;12;1;8.3;1;14.7;851;948;89.8;13221;3346;430;454;94.7;339;368;92.1;45;67;67.2;4;1.4;1.5;10;77;15;1;69;948;909;35;9;5;11;18;21;4;0;2;0;851;4;7;24;22;1;1;0;0;0;8;8;0;0;0;0;0;19;16;9;4;6;8;15;53.3;7;4;2;2;9;28;11;0;78.0;1024;41;161;596;274;24;1024;12;9;75.0;3;25.0;666;3735;2018;31;24;7;12;7;848;69;0;0;0;8;7;4;18;9;16;0;0;0;49;12;10;54.5
2017-12-27;19:45;Matchweek 20;Wed;Away;W;1;0;Newcastle Utd;1.8;0.2;77;52311;Vincent Kompany;4-3-3;Andre Marriner;Match Report;;2017-2018;9;b8fd03ef;b2b47a98;31a533e7;1;21;6;28.6;0.05;0.17;17.3;0;0;0;1.8;1.8;0.09;-0.8;-0.8;1;0;1;100.0;1;0.1;0.1;0;0;0;0;4;7;57.1;24;3;20.8;27.6;3;66.7;55.3;5;1;20.0;2;17.0;761;865;88.0;12044;3167;389;414;94.0;307;334;91.9;33;58;56.9;1;1.6;1.4;19;72;12;0;67;865;815;46;15;4;5;15;19;8;5;3;0;761;4;11;35;25;2;4;2;1;1;2;2;0;0;0;0;0;15;9;5;9;1;3;14;21.4;11;11;2;9;11;26;8;1;77.0;959;27;141;567;259;24;959;17;13;76.5;4;23.5;648;3720;2086;29;36;3;15;10;755;66;0;0;0;6;9;4;15;11;9;0;0;0;60;15;22;40.5
2017-12-31;12:00;Matchweek 21;Sun;Away;D;0;0;Crystal Palace;1.3;1.3;74;25804;Fernandinho;4-3-3;Jonathan Moss;Match Report;;2017-2018;9;b8fd03ef;47c64c55;b4453679;0;15;4;26.7;0.0;0.0;21.2;4;0;0;1.3;1.3;0.09;-1.3;-1.3;1;0;0;100.0;1;0.9;0.9;1;0;1;0;2;3;66.7;21;7;9.5;24.6;6;16.7;26.2;12;0;0.0;3;17.7;576;673;85.6;9905;2861;253;281;90.0;265;296;89.5;40;61;65.6;0;0.5;1.1;8;46;9;0;80;673;624;47;14;1;3;20;18;8;1;5;0;576;2;13;26;19;0;3;0;4;0;0;0;0;0;0;0;0;14;11;5;4;5;4;21;19.0;17;12;5;7;7;21;29;1;74.0;792;51;202;332;266;25;792;19;14;73.7;5;26.3;505;3352;2050;32;22;5;21;14;573;80;4;0;0;11;14;2;20;7;11;0;1;0;44;16;15;51.6
